drone_id,timestamp,latitude,longitude,drone_type,step,in_risk_zone,flight_deviation_deg,hovering_duration_s,sensor_orientation_deg,sensor_target,heading_deg,ground_speed_mps,threat_time_s
DJI-940647,2026-02-07 22:46:38,-33.9801,151.2164,threat,58,1,50.33,1.0,344.0,Bulk Liquids Berths,270.0,9.22,59.0
DJI-940647,2026-02-07 22:46:39,-33.9801,151.2163,threat,59,1,0.0,2.0,345.7,Bulk Liquids Berths,270.0,9.22,60.0
DJI-940647,2026-02-07 22:46:40,-33.9801,151.2162,threat,60,1,0.0,3.0,347.4,Bulk Liquids Berths,270.0,9.22,61.0
DJI-940647,2026-02-07 22:46:41,-33.9802,151.2162,threat,61,1,90.0,0.0,347.9,Bulk Liquids Berths,180.0,11.12,62.0
DJI-940647,2026-02-07 22:46:42,-33.9803,151.2161,threat,62,1,39.67,0.0,349.9,Bulk Liquids Berths,219.7,14.45,63.0
DJI-940647,2026-02-07 22:46:43,-33.9803,151.2161,threat,63,1,0.0,1.0,349.9,Bulk Liquids Berths,,0.0,64.0
DJI-940647,2026-02-07 22:46:44,-33.9804,151.2161,threat,64,1,39.67,0.0,350.3,Bulk Liquids Berths,180.0,11.12,65.0
DJI-940647,2026-02-07 22:46:45,-33.9804,151.2161,threat,65,1,0.0,1.0,350.3,Bulk Liquids Berths,,0.0,66.0
DJI-940647,2026-02-07 22:46:46,-33.9805,151.2161,threat,66,1,0.0,0.0,350.6,Bulk Liquids Berths,180.0,11.12,67.0
DJI-940647,2026-02-07 22:46:47,-33.9805,151.2161,threat,67,1,0.0,1.0,350.6,Bulk Liquids Berths,,0.0,68.0
DJI-940647,2026-02-07 22:46:48,-33.9806,151.216,threat,68,1,39.67,0.0,352.4,Bulk Liquids Berths,219.7,14.45,69.0
DJI-940647,2026-02-07 22:46:49,-33.9806,151.2159,threat,69,1,50.33,1.0,353.9,Bulk Liquids Berths,270.0,9.22,70.0
DJI-940647,2026-02-07 22:46:50,-33.9805,151.2158,threat,70,1,50.33,0.0,355.3,Bulk Liquids Berths,320.3,14.45,71.0
DJI-940647,2026-02-07 22:46:51,-33.9806,151.2157,threat,71,1,100.67,0.0,356.9,Bulk Liquids Berths,219.7,14.45,72.0
DJI-940647,2026-02-07 22:46:52,-33.9806,151.2157,threat,72,1,0.0,1.0,356.9,Bulk Liquids Berths,,0.0,73.0
DJI-940647,2026-02-07 22:46:53,-33.9805,151.2157,threat,73,1,140.33,0.0,356.8,Bulk Liquids Berths,0.0,11.12,74.0
DJI-940647,2026-02-07 22:46:54,-33.9805,151.2157,threat,74,1,0.0,1.0,356.8,Bulk Liquids Berths,,0.0,75.0
DJI-940647,2026-02-07 22:46:55,-33.9806,151.2157,threat,75,1,180.0,0.0,356.9,Bulk Liquids Berths,180.0,11.12,76.0
DJI-940647,2026-02-07 22:46:56,-33.9807,151.2157,threat,76,1,0.0,0.0,357.0,Bulk Liquids Berths,180.0,11.12,77.0
DJI-940647,2026-02-07 22:46:57,-33.9807,151.2156,threat,77,1,90.0,1.0,358.5,Bulk Liquids Berths,270.0,9.22,78.0
DJI-940647,2026-02-07 22:46:58,-33.9808,151.2156,threat,78,1,90.0,0.0,358.6,Bulk Liquids Berths,180.0,11.12,79.0
DJI-940647,2026-02-07 22:46:59,-33.9808,151.2156,threat,79,1,0.0,1.0,358.6,Bulk Liquids Berths,,0.0,80.0
